"Tool Index (tool_index)","Preset Name (preset_name)","Type (tool_type)","Description (tool_description)","Diameter (tool_diameter)","Number (tool_number)","Unit (tool_unit)","Holder Description (holder_description)","Holder Product ID (holder_productId)","Holder Product Link (holder_productLink)","Holder Vendor (holder_vendor)","Abrasive Flow Rate (tool_abrasiveFlowRate)","Orientation (tool_angle)","Gauge Length (tool_assemblyGaugeLength)","Assist Gas (tool_assistGas)","Axial Distance (tool_axialDistance)","Bead Width (tool_beadWidth)","Body Length (tool_bodyLength)","Break Control (tool_breakControl)","Clamping (tool_clamping)","Clockwise Spindle Rotation (tool_clockwise)","Comment (tool_comment)","Compensation (tool_compensation)","Compensation Offset (tool_compensationOffset)","Coolant (tool_coolant)","Coolant Support (tool_coolantSupport)","Corner Radius (tool_cornerRadius)","Cross Section (tool_crossSection)","Cut Height (tool_cutHeight)","Cut Power (tool_cutPower)","Cutting Width (tool_cuttingWidth)","Auxiliary Gas Flow Rate (tool_depositingAuxiliaryGasFlowRate)","Carrier Gas Flow Rate (tool_depositingCarrierGasFlowRate)","Current (tool_depositingCurrent)","Power (tool_depositingPower)","Shield Gas Flow Rate (tool_depositingShieldGasFlowRate)","Voltage (tool_depositingVoltage)","Depth of Cut (tool_depthOfCut)","Diameter Offset (tool_diameterOffset)","End Angle (tool_endAngle)","End Cutting (tool_endCutting)","Cutting Feedrate (tool_feedCutting)","Cutting Feed per Revolution (tool_feedCuttingRel)","Depositing Feedrate (tool_feedDepositing)","Lead-In Feedrate (tool_feedEntry)","Lead-In Feed per Revolution (tool_feedEntryRel)","Lead-Out Feedrate (tool_feedExit)","Lead-Out Feed per Revolution (tool_feedExitRel)","Plunge Feed per Revolution (tool_feedPerRevolution)","Feed per Tooth (tool_feedPerTooth)","Plunge Feedrate (tool_feedPlunge)","Link Feedrate (tool_feedProbeLink)","Measure Feedrate (tool_feedProbeMeasure)","Ramp Feedrate (tool_feedRamp)","Retract Feedrate (tool_feedRetract)","Retract Feed per Revolution (tool_feedRetractPerRevolution)","Transition Feedrate (tool_feedTransition)","Wire Feedrate (tool_feedWire)","Flute Length (tool_fluteLength)","Use Opposite Edge (tool_grooveCompOppositeEdge)","Groove Width (tool_grooveWidth)","Hand (tool_hand)","Head Clearance (tool_headClearance)","Head Length (tool_headLength)","Gauge Length (tool_holderGaugeLength)","Head Length (tool_holderHeadLength)","Overall Length (tool_holderOverallLength)","Style (tool_holderType)","Angle (tool_insertAngle)","Insert size (tool_insertSize)","Size specified by (tool_insertSizeSpecificationMode)","Shape (tool_insertType)","Width (tool_insertWidth)","Internal Thread (tool_internalThread)","Kerf Width (tool_kerfWidth)","Layer Thickness (tool_layerThickness)","Leading Angle (tool_leadingAngle)","Trailing edge length (tool_lengthNonCuttingEdge)","Length Offset (tool_lengthOffset)","Live Tool (tool_live)","Lower Radius (tool_lowerRadius)","Quality Control (tool_machineQualityControl)","Manual Tool Change (tool_manualToolChange)","Material (tool_material)","Maximum Thread Pitch (tool_maximumThreadPitch)","Minimum Thread Pitch (tool_minimumThreadPitch)","Nozzle Diameter (tool_nozzleDiameter)","Number of Flutes (tool_numberOfFlutes)","Number of Teeth (tool_numberOfTeeth)","Overall Length (tool_overallLength)","Pierce Height (tool_pierceHeight)","Pierce Power (tool_piercePower)","Pierce Time (tool_pierceTime)","Powder Flow Rate (tool_powderFlowRate)","Type (tool_presetMaterialCategory)","Stock Materials (tool_presetMaterialQuery)","Preset Program Number (tool_presetProgram)","Pressure (tool_pressure)","Product ID (tool_productId)","Product Link (tool_productLink)","Profile Radius (tool_profileRadius)","Ramp Spindle Speed (tool_rampSpindleSpeed)","Relief Angle (tool_reliefAngle)","Round Shank (tool_roundShank)","Shaft Axis Angle (tool_shaftAxisAngle)","Shaft Diameter (tool_shaftDiameter)","Shank Height (tool_shankHeight)","Shank Width (tool_shankWidth)","Shoulder Length (tool_shoulderLength)","Side Angle (tool_sideAngle)","Side Cutting (tool_sideCutting)","Spindle Speed (tool_spindleSpeed)","Stand-off Distance (tool_standoffDistance)","Stepdown (tool_stepdown)","Stepover (tool_stepover)","Surface Speed (tool_surfaceSpeed)","Taper Angle (tool_taperAngle)","Tapered Type (tool_taperedType)","Thickness (tool_thickness)","Thread Pitch (tool_threadPitch)","Thread Profile Angle (tool_threadProfileAngle)","Thread Tip Radius (tool_threadTipRadius)","Thread Tip Type (tool_threadTipType)","Thread Tip Width (tool_threadTipWidth)","Tip Angle (tool_tipAngle)","Tip Diameter (tool_tipDiameter)","Tip Length (tool_tipLength)","Tip Offset (tool_tipOffset)","Tolerance (tool_tolerance)","Trailing Angle (tool_trailingAngle)","Turret (tool_turret)","Upper Radius (tool_upperRadius)","Use Constant Surface Speed (tool_useConstantSurfaceSpeed)","Use Feed per Revolution (tool_useFeedPerRevolution)","Vendor (tool_vendor)","Use Depth of Cut (use_tool_depthOfCut)","Use Preset Program Number (use_tool_presetProgram)","Use Stepdown (use_tool_stepdown)","Use Stepover (use_tool_stepover)","Shaft Segments (shaft_segments)","Holder Segments (holder_segments)","Tool Library Version (tool_library_version)","CSV_TOOLS_VERSION_1"
1,"Default preset","flat end mill","1/8"" Radius Mill 2 flute",0.125,5,"inches","BT40 - B4C3-0032","","","","","",3.09465,"","","",0.708661,false,"",true,"","",5,"flood","no","","","","","","","","","","","","",5,"","",39.3702,"","",39.3701,"",39.3701,"",0.00262467,0.00393701,13.1234,"","",13.1234,"","",39.3701,"",0.5,"","","","","",2.38599,"","","","","","","","","","","","","",5,true,"","",false,"carbide","","","",2,"",1.5,"","","","","all","","","","","","",5000,"","","",0.125,"","",0.5,"","",5000.01,"","","",163.625,"","","","","","","","","","","","","","",0,"","","","Lakeshore Carbide","","",false,false,"","H0.144000 U1.875000 L1.275000; H0.721000 U1.875000 L1.875000; H0.040000 U1.795000 L1.875000; H0.358000 U1.570000 L1.570000; H0.060000 U1.690000 L1.570000; H0.039370 U2.480315 L2.401575; H0.173228 U2.480315 L2.480315; H0.113661 U2.086614 L2.480315; H0.166378 U2.086614 L2.086614; H0.113661 U2.480315 L2.086614; H0.338583 U2.480315 L2.480315; H0.039370 U2.401575 L2.480315; H0.078740 U1.750000 L1.750000",25
1,"Aluminum - Slotting","flat end mill","1/8"" Radius Mill 2 flute",0.125,5,"inches","BT40 - B4C3-0032","","","","","",3.09465,"","","",0.708661,false,"",true,"","",5,"flood","no","","","","","","","","","","","","",5,"","",50.192,"","",50.1922,"",50.1922,"",0.00139433,0.00209149,16.7307,"","",50.1959,"","",50.1922,"",0.5,"","","","","",2.38599,"","","","","","","","","","","","","",5,true,"","",false,"carbide","","","",2,"",1.5,"","","","","all","","","","","","",11999.1,"","","",0.125,"","",0.5,"","",11999.1,"",0.0234536,0.125,392.67,"","","","","","","","","","","","","","",0,"","","","Lakeshore Carbide","","",true,true,"","H0.144000 U1.875000 L1.275000; H0.721000 U1.875000 L1.875000; H0.040000 U1.795000 L1.875000; H0.358000 U1.570000 L1.570000; H0.060000 U1.690000 L1.570000; H0.039370 U2.480315 L2.401575; H0.173228 U2.480315 L2.480315; H0.113661 U2.086614 L2.480315; H0.166378 U2.086614 L2.086614; H0.113661 U2.480315 L2.086614; H0.338583 U2.480315 L2.480315; H0.039370 U2.401575 L2.480315; H0.078740 U1.750000 L1.750000",25
1,"Aluminum - Roughing","flat end mill","1/8"" Radius Mill 2 flute",0.125,5,"inches","BT40 - B4C3-0032","","","","","",3.09465,"","","",0.708661,false,"",true,"","",5,"flood","no","","","","","","","","","","","","",5,"","",50.192,"","",50.1922,"",50.1922,"",0.00139433,0.00209149,16.7307,"","",50.1959,"","",50.1922,"",0.5,"","","","","",2.38599,"","","","","","","","","","","","","",5,true,"","",false,"carbide","","","",2,"",1.5,"","","","","all","","","","","","",11999.1,"","","",0.125,"","",0.5,"","",11999.1,"",0.375,0.0196521,392.67,"","","","","","","","","","","","","","",0,"","","","Lakeshore Carbide","","",true,true,"","H0.144000 U1.875000 L1.275000; H0.721000 U1.875000 L1.875000; H0.040000 U1.795000 L1.875000; H0.358000 U1.570000 L1.570000; H0.060000 U1.690000 L1.570000; H0.039370 U2.480315 L2.401575; H0.173228 U2.480315 L2.480315; H0.113661 U2.086614 L2.480315; H0.166378 U2.086614 L2.086614; H0.113661 U2.480315 L2.086614; H0.338583 U2.480315 L2.480315; H0.039370 U2.401575 L2.480315; H0.078740 U1.750000 L1.750000",25
1,"Aluminum - Finishing","flat end mill","1/8"" Radius Mill 2 flute",0.125,5,"inches","BT40 - B4C3-0032","","","","","",3.09465,"","","",0.708661,false,"",true,"","",5,"flood","no","","","","","","","","","","","","",5,"","",63.422,"","",63.4221,"",63.4221,"",0.00176186,0.00264278,21.1407,"","",63.4268,"","",63.4221,"",0.5,"","","","","",2.38599,"","","","","","","","","","","","","",5,true,"","",false,"carbide","","","",2,"",1.5,"","","","","all","","","","","","",11999.1,"","","",0.125,"","",0.5,"","",11999.1,"",0.375,0.0119845,392.67,"","","","","","","","","","","","","","",0,"","","","Lakeshore Carbide","","",true,true,"","H0.144000 U1.875000 L1.275000; H0.721000 U1.875000 L1.875000; H0.040000 U1.795000 L1.875000; H0.358000 U1.570000 L1.570000; H0.060000 U1.690000 L1.570000; H0.039370 U2.480315 L2.401575; H0.173228 U2.480315 L2.480315; H0.113661 U2.086614 L2.480315; H0.166378 U2.086614 L2.086614; H0.113661 U2.480315 L2.086614; H0.338583 U2.480315 L2.480315; H0.039370 U2.401575 L2.480315; H0.078740 U1.750000 L1.750000",25
1,"Brass - Slotting","flat end mill","1/8"" Radius Mill 2 flute",0.125,5,"inches","BT40 - B4C3-0032","","","","","",3.09465,"","","",0.708661,false,"",true,"","",5,"flood","no","","","","","","","","","","","","",5,"","",40.0982,"","",40.0981,"",40.0981,"",0.00111392,0.00167088,13.366,"","",40.101,"","",40.0981,"",0.5,"","","","","",2.38599,"","","","","","","","","","","","","",5,true,"","",false,"carbide","","","",2,"",1.5,"","","","","all","","","","","","",11999.1,"","","",0.125,"","",0.5,"","",11999.1,"",0.0234536,0.125,392.67,"","","","","","","","","","","","","","",0,"","","","Lakeshore Carbide","","",true,true,"","H0.144000 U1.875000 L1.275000; H0.721000 U1.875000 L1.875000; H0.040000 U1.795000 L1.875000; H0.358000 U1.570000 L1.570000; H0.060000 U1.690000 L1.570000; H0.039370 U2.480315 L2.401575; H0.173228 U2.480315 L2.480315; H0.113661 U2.086614 L2.480315; H0.166378 U2.086614 L2.086614; H0.113661 U2.480315 L2.086614; H0.338583 U2.480315 L2.480315; H0.039370 U2.401575 L2.480315; H0.078740 U1.750000 L1.750000",25
1,"Brass - Roughing","flat end mill","1/8"" Radius Mill 2 flute",0.125,5,"inches","BT40 - B4C3-0032","","","","","",3.09465,"","","",0.708661,false,"",true,"","",5,"flood","no","","","","","","","","","","","","",5,"","",40.0982,"","",40.0981,"",40.0981,"",0.00111392,0.00167088,13.366,"","",40.101,"","",40.0981,"",0.5,"","","","","",2.38599,"","","","","","","","","","","","","",5,true,"","",false,"carbide","","","",2,"",1.5,"","","","","all","","","","","","",11999.1,"","","",0.125,"","",0.5,"","",11999.1,"",0.375,0.0196521,392.67,"","","","","","","","","","","","","","",0,"","","","Lakeshore Carbide","","",true,true,"","H0.144000 U1.875000 L1.275000; H0.721000 U1.875000 L1.875000; H0.040000 U1.795000 L1.875000; H0.358000 U1.570000 L1.570000; H0.060000 U1.690000 L1.570000; H0.039370 U2.480315 L2.401575; H0.173228 U2.480315 L2.480315; H0.113661 U2.086614 L2.480315; H0.166378 U2.086614 L2.086614; H0.113661 U2.480315 L2.086614; H0.338583 U2.480315 L2.480315; H0.039370 U2.401575 L2.480315; H0.078740 U1.750000 L1.750000",25
1,"Brass - Finishing","flat end mill","1/8"" Radius Mill 2 flute",0.125,5,"inches","BT40 - B4C3-0032","","","","","",3.09465,"","","",0.708661,false,"",true,"","",5,"flood","no","","","","","","","","","","","","",5,"","",50.6821,"","",50.682,"",50.682,"",0.00140794,0.00211191,16.894,"","",50.6858,"","",50.682,"",0.5,"","","","","",2.38599,"","","","","","","","","","","","","",5,true,"","",false,"carbide","","","",2,"",1.5,"","","","","all","","","","","","",11999.1,"","","",0.125,"","",0.5,"","",11999.1,"",0.375,0.0119845,392.67,"","","","","","","","","","","","","","",0,"","","","Lakeshore Carbide","","",true,true,"","H0.144000 U1.875000 L1.275000; H0.721000 U1.875000 L1.875000; H0.040000 U1.795000 L1.875000; H0.358000 U1.570000 L1.570000; H0.060000 U1.690000 L1.570000; H0.039370 U2.480315 L2.401575; H0.173228 U2.480315 L2.480315; H0.113661 U2.086614 L2.480315; H0.166378 U2.086614 L2.086614; H0.113661 U2.480315 L2.086614; H0.338583 U2.480315 L2.480315; H0.039370 U2.401575 L2.480315; H0.078740 U1.750000 L1.750000",25
1,"Copper - Slotting","flat end mill","1/8"" Radius Mill 2 flute",0.125,5,"inches","BT40 - B4C3-0032","","","","","",3.09465,"","","",0.708661,false,"",true,"","",5,"flood","no","","","","","","","","","","","","",5,"","",22.9762,"","",22.9762,"",22.9762,"",0.00111392,0.00167088,7.65873,"","",22.9779,"","",22.9762,"",0.5,"","","","","",2.38599,"","","","","","","","","","","","","",5,true,"","",false,"carbide","","","",2,"",1.5,"","","","","all","","","","","","",6875.49,"","","",0.125,"","",0.5,"","",6875.49,"",0.0234536,0.125,225,"","","","","","","","","","","","","","",0,"","","","Lakeshore Carbide","","",true,true,"","H0.144000 U1.875000 L1.275000; H0.721000 U1.875000 L1.875000; H0.040000 U1.795000 L1.875000; H0.358000 U1.570000 L1.570000; H0.060000 U1.690000 L1.570000; H0.039370 U2.480315 L2.401575; H0.173228 U2.480315 L2.480315; H0.113661 U2.086614 L2.480315; H0.166378 U2.086614 L2.086614; H0.113661 U2.480315 L2.086614; H0.338583 U2.480315 L2.480315; H0.039370 U2.401575 L2.480315; H0.078740 U1.750000 L1.750000",25
1,"Copper - Roughing","flat end mill","1/8"" Radius Mill 2 flute",0.125,5,"inches","BT40 - B4C3-0032","","","","","",3.09465,"","","",0.708661,false,"",true,"","",5,"flood","no","","","","","","","","","","","","",5,"","",22.9762,"","",22.9762,"",22.9762,"",0.00111392,0.00167088,7.65873,"","",22.9779,"","",22.9762,"",0.5,"","","","","",2.38599,"","","","","","","","","","","","","",5,true,"","",false,"carbide","","","",2,"",1.5,"","","","","all","","","","","","",6875.49,"","","",0.125,"","",0.5,"","",6875.49,"",0.375,0.0196521,225,"","","","","","","","","","","","","","",0,"","","","Lakeshore Carbide","","",true,true,"","H0.144000 U1.875000 L1.275000; H0.721000 U1.875000 L1.875000; H0.040000 U1.795000 L1.875000; H0.358000 U1.570000 L1.570000; H0.060000 U1.690000 L1.570000; H0.039370 U2.480315 L2.401575; H0.173228 U2.480315 L2.480315; H0.113661 U2.086614 L2.480315; H0.166378 U2.086614 L2.086614; H0.113661 U2.480315 L2.086614; H0.338583 U2.480315 L2.480315; H0.039370 U2.401575 L2.480315; H0.078740 U1.750000 L1.750000",25
1,"Copper - Finishing","flat end mill","1/8"" Radius Mill 2 flute",0.125,5,"inches","BT40 - B4C3-0032","","","","","",3.09465,"","","",0.708661,false,"",true,"","",5,"flood","no","","","","","","","","","","","","",5,"","",29.0408,"","",29.0408,"",29.0408,"",0.00140794,0.00211191,9.68027,"","",29.0429,"","",29.0408,"",0.5,"","","","","",2.38599,"","","","","","","","","","","","","",5,true,"","",false,"carbide","","","",2,"",1.5,"","","","","all","","","","","","",6875.49,"","","",0.125,"","",0.5,"","",6875.49,"",0.375,0.0119845,225,"","","","","","","","","","","","","","",0,"","","","Lakeshore Carbide","","",true,true,"","H0.144000 U1.875000 L1.275000; H0.721000 U1.875000 L1.875000; H0.040000 U1.795000 L1.875000; H0.358000 U1.570000 L1.570000; H0.060000 U1.690000 L1.570000; H0.039370 U2.480315 L2.401575; H0.173228 U2.480315 L2.480315; H0.113661 U2.086614 L2.480315; H0.166378 U2.086614 L2.086614; H0.113661 U2.480315 L2.086614; H0.338583 U2.480315 L2.480315; H0.039370 U2.401575 L2.480315; H0.078740 U1.750000 L1.750000",25
